2066.0	256.0	20	2
1866.0	831.0	6	2
1597.0	2120.0	1	2
1663.0	1241.0	4	2
1178.0	1899.0	4	2
2002.0	260.0	2	1
2163.0	785.0	3	2
2159.0	196.0	19	2
1932.0	1228.0	5	2
1412.0	1726.0	4	0
1033.0	1678.0	3	2
2154.0	204.0	19	2
2318.0	354.0	107	2
2156.0	196.0	19	2
1877.0	1100.0	1	0
2267.0	1063.0	3	2
1546.0	1696.0	4	0
1529.0	1321.0	1	2
2158.0	191.0	19	2
1538.0	1133.0	2	2
2059.0	1097.0	1	3
1391.0	1621.0	1	3
2231.0	394.0	9	2
2159.0	196.0	19	2
2157.0	199.0	19	2
2159.0	196.0	19	2
1387.0	1797.0	1	2
1464.0	1642.0	6	2
2172.0	620.0	1	2
2010.0	1101.0	12	2
2159.0	196.0	19	2
1893.0	844.0	3	2
1318.0	1046.0	1	2
1805.0	1075.0	3	3
1711.0	741.0	39	2
1429.0	2066.0	1	2
2017.0	386.0	39	2
1431.0	1296.0	34	2
1431.0	1296.0	34	2
1275.0	1724.0	2	1
2044.0	1056.0	12	2
2012.0	1108.0	12	2
1377.0	1123.0	2	2
1207.0	1725.0	2	1
1386.0	1628.0	1	2
1296.0	1089.0	2	3
1394.0	1980.0	1	2
1371.0	1253.0	34	2
2205.0	594.0	12	2
2178.0	583.0	12	2
2088.0	908.0	13	2
1431.0	1296.0	34	2
1254.0	1653.0	13	2
2006.0	820.0	1	2
2337.0	793.0	1	2
1817.0	2132.0	5	2
1605.0	2149.0	67	2
2296.0	678.0	1	2
1793.0	2097.0	1	2
2018.0	973.0	12	2
1817.0	2132.0	5	2
2270.0	430.0	1	2
1687.0	1387.0	14	2
1362.0	1862.0	1	2
1688.0	1418.0	14	2
1966.0	609.0	8	2
2179.0	1175.0	1	2
1959.0	746.0	13	2
1468.0	1973.0	1	0
2388.0	428.0	1	2
1728.0	606.0	27	2
2065.0	288.0	2	1
2269.0	673.0	12	2
2269.0	673.0	12	2
2216.0	734.0	12	2
2269.0	673.0	12	2
2269.0	673.0	12	2
1907.0	781.0	12	2
1958.0	729.0	12	2
1958.0	729.0	12	2
1958.0	729.0	12	2
1958.0	729.0	12	2
2398.0	1054.0	13	2
2314.0	528.0	45	2
1068.0	1729.0	1	2
1711.0	2056.0	30	2
1287.0	2091.0	1	2
1661.0	2079.0	3	2
2218.0	323.0	1	2
1500.0	1011.0	1	2
2045.0	517.0	1	2
682.0	1535.0	5	2
1613.0	2012.0	3	2
2197.0	708.0	1	2
1258.0	1528.0	34	2
2005.0	1251.0	30	2
1699.0	1207.0	6	2
1225.0	1938.0	34	2
1317.0	1302.0	1	2
1951.0	445.0	34	2
1321.0	1608.0	34	2
2182.0	60.0	1	2
1622.0	2011.0	12	2
2196.0	612.0	1	2
1970.0	725.0	21	2
1970.0	725.0	21	2
1114.0	1779.0	6	2
2228.0	645.0	100	2
1600.0	747.0	1	1
1970.0	725.0	21	2
1520.0	1493.0	45	2
1317.0	2126.0	8	2
1883.0	997.0	15	2
1001.0	1413.0	1	2
872.0	1516.0	2	0
1764.0	2094.0	1	3
2115.0	1235.0	7	2
1771.0	727.0	7	2
2130.0	143.0	19	2
1504.0	1361.0	2	0
1980.0	1233.0	5	2
2018.0	968.0	30	2
1897.0	1292.0	7	2
1806.0	1460.0	7	2
1801.0	1458.0	7	2
2346.0	1099.0	7	2
765.0	1231.0	2	3
1708.0	1364.0	34	2
1612.0	2010.0	1	2
1272.0	1296.0	8	2
2263.0	669.0	8	2
1234.0	1765.0	1	2
2153.0	1163.0	15	2
1813.0	616.0	1	2
1442.0	1218.0	1	2
2027.0	1214.0	9	2
1162.0	1044.0	107	2
1851.0	541.0	107	2
1055.0	2138.0	2	2
2411.0	1078.0	5	2
2107.0	571.0	4	2
2162.0	1062.0	2	2
1742.0	1168.0	4	2
1569.0	1229.0	1	2
1660.0	1145.0	6	2
1525.0	1902.0	5	2
1969.0	1267.0	1	2
1500.0	1571.0	6	2
921.0	1550.0	2	2
2115.0	737.0	3	2
951.0	1791.0	1	2
1505.0	1881.0	7	2
1539.0	1897.0	5	2
1558.0	1513.0	6	2
2471.0	864.0	1	2
1560.0	1514.0	6	2
2187.0	555.0	1	2
1492.0	1636.0	6	2
1510.0	1566.0	6	2
1606.0	1578.0	6	2
1268.0	938.0	1	2
1458.0	1228.0	2	2
1605.0	1113.0	30	2
1132.0	1197.0	4	2
1736.0	603.0	1	2
1963.0	913.0	23	2
2246.0	912.0	25	2
938.0	1810.0	1	2
1273.0	1084.0	4	2
1596.0	1489.0	2	3
1398.0	1699.0	4	0
2223.0	25.0	1	2
1771.0	2103.0	3	2
1075.0	1096.0	30	2
1930.0	817.0	23	2
817.0	1795.0	1	2
1684.0	978.0	4	2
2044.0	317.0	20	2
1507.0	1845.0	3	2
2243.0	1256.0	18	2
2237.0	1158.0	18	2
